user_id,age,level,sex,orders,values,recent_date
575,65,High,Male,341,195733,2018/3/12 12:24:28
2593,27,High,Male,643,258102,2018/3/12 12:24:28
2855,53,Low,Male,422,196328,2018/3/12 12:24:28
5120,26,High,Male,474,229977,2018/3/12 12:24:28
5707,54,High,Male,106,88278,2018/3/12 12:24:28
5856,73,High,Male,2237,281907,2018/3/12 12:24:28
6546,19,High,Female,245,195985,2018/3/12 12:24:28
58,41,High,Male,150,147372,2018/3/13 12:24:28
1469,58,High,Male,1097,255822,2018/3/13 12:24:28
3640,39,High,Male,288,183898,2018/3/13 12:24:28
4401,49,Low,Female,185,119182,2018/3/13 12:24:28
5637,44,High,Male,818,182616,2018/3/13 12:24:28
6075,31,High,Male,922,206541,2018/3/13 12:24:28
136,43,High,Male,61,56920,2018/3/14 12:24:28
718,43,High,Male,738,177937,2018/3/14 12:24:28
2506,34,High,Female,445,271933,2018/3/14 12:24:28
5083,57,High,Female,271,44273,2018/3/14 12:24:28
6228,50,High,Male,844,95469,2018/3/14 12:24:28
7264,44,High,Male,423,197558,2018/3/14 12:24:28
7275,25,High,Female,1101,194954,2018/3/14 12:24:28
7811,29,High,Female,881,156819,2018/3/14 12:24:28
8370,35,High,Male,1105,245372,2018/3/14 12:24:28
1199,22,High,Male,63,42004,2018/3/15 12:24:28
1429,50,High,Male,442,175339,2018/3/15 12:24:28
2256,19,High,Female,1490,242941,2018/3/15 12:24:28
4900,49,High,Male,601,164799,2018/3/15 12:24:28
5139,51,Low,Female,164,147954,2018/3/15 12:24:28
6991,38,High,Female,27,26987,2018/3/15 12:24:28
7733,42,High,Male,223,136986,2018/3/15 12:24:28
7841,30,High,Male,2187,284395,2018/3/15 12:24:28
9028,40,High,Male,306,224658,2018/3/15 12:24:28
9370,32,High,Male,375,97723,2018/3/15 12:24:28
509,32,High,Male,72,37070,2018/3/16 12:24:28
2168,63,High,Male,84,54052,2018/3/16 12:24:28
2964,62,High,Male,728,120939,2018/3/16 12:24:28
4398,45,High,Male,161,123681,2018/3/16 12:24:28
4464,20,High,Female,687,182200,2018/3/16 12:24:28
4530,37,Low,Female,162,148015,2018/3/16 12:24:28
4979,52,Other,Male,511,416164,2018/3/16 12:24:28
5092,26,Low,Female,425,192506,2018/3/16 12:24:28
5579,42,High,Male,274,236110,2018/3/16 12:24:28
6254,40,High,Female,180,146653,2018/3/16 12:24:28
8132,37,High,Male,273,108140,2018/3/16 12:24:28
8681,53,High,Male,151,29231,2018/3/16 12:24:28
9519,40,High,Female,512,103474,2018/3/16 12:24:28
9720,28,Normal,Male,41,27956,2018/3/16 12:24:28
505,47,Low,Female,1081,543162,2018/3/17 12:24:28
1013,42,High,Female,412,209370,2018/3/17 12:24:28
1806,25,High,Male,665,282063,2018/3/17 12:24:28
3865,69,High,Male,203,185691,2018/3/17 12:24:28
3914,44,Low,Male,339,286750,2018/3/17 12:24:28
4619,35,High,Female,583,332588,2018/3/17 12:24:28
5834,30,High,Male,645,346122,2018/3/17 12:24:28
6275,34,High,Male,200,167063,2018/3/17 12:24:28
8120,22,High,Male,224,208946,2018/3/17 12:24:28
8797,41,High,Male,407,200574,2018/3/17 12:24:28
1497,25,Low,Male,292,224943,2018/3/18 12:24:28
1873,22,High,Male,314,143062,2018/3/18 12:24:28
2100,37,High,Male,90,35330,2018/3/18 12:24:28
2936,37,High,Male,63,29814,2018/3/18 12:24:28
4406,19,High,Female,308,246226,2018/3/18 12:24:28
5517,33,High,Male,208,164748,2018/3/18 12:24:28
5556,53,High,Male,164,53197,2018/3/18 12:24:28
6612,63,High,Male,316,198559,2018/3/18 12:24:28
8404,39,High,Female,265,202937,2018/3/18 12:24:28
8996,73,High,Female,184,96262,2018/3/18 12:24:28
9208,47,High,Female,422,202856,2018/3/18 12:24:28
9400,46,High,Male,487,142719,2018/3/18 12:24:28
9425,39,High,Female,487,222572,2018/3/18 12:24:28
669,17,High,Male,238,102726,2018/3/19 12:24:28
2492,47,High,Male,273,174525,2018/3/19 12:24:28
2677,34,High,Female,119,92682,2018/3/19 12:24:28
4510,41,High,Male,196,67339,2018/3/19 12:24:28
5378,51,High,Female,561,143741,2018/3/19 12:24:28
6135,42,High,Female,633,185602,2018/3/19 12:24:28
6880,38,High,Male,299,107630,2018/3/19 12:24:28
7649,22,High,Male,326,197387,2018/3/19 12:24:28
8967,50,High,Female,353,142073,2018/3/19 12:24:28
9158,39,High,Male,352,317434,2018/3/19 12:24:28
741,29,Low,Male,340,267034,2018/3/20 12:24:28
3978,37,High,Male,402,172256,2018/3/20 12:24:28
4914,31,Other,Male,332,153078,2018/3/20 12:24:28
5444,25,High,Male,299,277444,2018/3/20 12:24:28
5460,43,High,Male,328,183479,2018/3/20 12:24:28
6418,43,High,Male,204,170214,2018/3/20 12:24:28
6760,33,Low,Female,1158,376483,2018/3/20 12:24:28
7033,36,High,Female,186,176458,2018/3/20 12:24:28
9089,27,High,Female,145,119170,2018/3/20 12:24:28
414,52,High,Male,859,190762,2018/3/21 12:24:28
968,40,High,Male,584,188693,2018/3/21 12:24:28
2032,28,High,Male,683,303954,2018/3/21 12:24:28
4326,29,High,Male,280,200515,2018/3/21 12:24:28
5241,21,High,Female,721,143604,2018/3/21 12:24:28
7608,27,High,Male,428,183639,2018/3/21 12:24:28
8762,23,High,Female,617,363219,2018/3/21 12:24:28
9598,22,High,Male,241,186634,2018/3/21 12:24:28
9622,30,High,Female,177,155659,2018/3/21 12:24:28
9993,49,Low,Female,363,216453,2018/3/21 12:24:28
2107,25,High,Male,1203,441591,2018/3/22 12:24:28
2172,29,High,Male,69,54131,2018/3/22 12:24:28
2334,31,High,Female,309,220066,2018/3/22 12:24:28
3064,60,High,Male,182,170114,2018/3/22 12:24:28
3259,34,High,Male,105,80249,2018/3/22 12:24:28
3757,19,High,Male,297,52372,2018/3/22 12:24:28
5563,32,High,Male,151,94041,2018/3/22 12:24:28
5756,34,High,Male,344,265807,2018/3/22 12:24:28
6088,39,High,Male,280,167482,2018/3/22 12:24:28
6822,39,High,Male,673,202027,2018/3/22 12:24:28
7795,24,High,Female,195,112854,2018/3/22 12:24:28
8052,34,High,Female,505,131552,2018/3/22 12:24:28
8157,62,High,Male,457,113080,2018/3/22 12:24:28
610,50,High,Male,219,114117,2018/3/23 12:24:28
5007,26,High,Male,3210,330695,2018/3/23 12:24:28
5440,43,High,Male,1730,266439,2018/3/23 12:24:28
6737,35,High,Male,43,28572,2018/3/23 12:24:28
9299,32,High,Male,1224,235124,2018/3/23 12:24:28
9994,30,High,Male,561,349148,2018/3/23 12:24:28
1807,31,High,Male,486,332379,2018/3/24 12:24:28
3338,39,High,Male,70,33487,2018/3/24 12:24:28
4679,31,High,Male,2006,260782,2018/3/24 12:24:28
4793,20,High,Male,697,315877,2018/3/24 12:24:28
5989,65,High,Male,228,192133,2018/3/24 12:24:28
7039,36,High,Female,554,357619,2018/3/24 12:24:28
7188,36,High,Male,278,129573,2018/3/24 12:24:28
9244,46,High,Female,586,173613,2018/3/24 12:24:28
9649,17,High,Male,43,41979,2018/3/24 12:24:28
553,31,High,Female,390,323069,2018/3/25 12:24:28
583,52,High,Male,26,25826,2018/3/25 12:24:28
699,40,Low,Male,1032,229148,2018/3/25 12:24:28
823,42,High,Male,538,257780,2018/3/25 12:24:28
1820,56,High,Male,352,261232,2018/3/25 12:24:28
3022,57,High,Male,428,172654,2018/3/25 12:24:28
3787,19,High,Male,82,38619,2018/3/25 12:24:28
4169,21,High,Male,290,243842,2018/3/25 12:24:28
6014,52,High,Male,322,133403,2018/3/25 12:24:28
6769,23,High,Male,190,186634,2018/3/25 12:24:28
7723,37,High,Male,779,191754,2018/3/25 12:24:28
1937,30,Low,Male,253,226013,2018/3/26 12:24:28
2188,31,High,Female,168,165148,2018/3/26 12:24:28
2357,55,High,Male,210,67450,2018/3/26 12:24:28
2700,30,High,Male,132,68330,2018/3/26 12:24:28
3506,49,High,Male,261,183710,2018/3/26 12:24:28
5111,32,Low,Female,295,194987,2018/3/26 12:24:28
6000,31,High,Male,51,34572,2018/3/26 12:24:28
6503,58,High,Male,940,301867,2018/3/26 12:24:28
7479,44,High,Male,235,115323,2018/3/26 12:24:28
7496,63,High,Male,989,118798,2018/3/26 12:24:28
9389,47,High,Male,544,464945,2018/3/26 12:24:28
9398,62,High,Male,94,88055,2018/3/26 12:24:28
9991,50,High,Female,110,92968,2018/3/26 12:24:28
526,44,Other,Female,324,109339,2018/3/27 12:24:28
612,46,High,Male,257,102388,2018/3/27 12:24:28
1532,27,High,Male,236,168107,2018/3/27 12:24:28
4303,54,High,Female,296,100933,2018/3/27 12:24:28
5948,51,High,Male,219,114927,2018/3/27 12:24:28
6006,22,High,Male,630,496025,2018/3/27 12:24:28
6092,37,High,Male,213,154410,2018/3/27 12:24:28
8749,36,High,Female,365,47570,2018/3/27 12:24:28
9374,23,Normal,Male,569,298871,2018/3/27 12:24:28
9689,49,Normal,Male,165,105586,2018/3/27 12:24:28
531,39,High,Male,218,207853,2018/3/28 12:24:28
2021,50,High,Male,182,176924,2018/3/28 12:24:28
3326,26,High,Male,318,245628,2018/3/28 12:24:28
4215,46,High,Male,278,185041,2018/3/28 12:24:28
5633,45,High,Male,178,166929,2018/3/28 12:24:28
6022,25,High,Female,75,60485,2018/3/28 12:24:28
8118,26,High,Male,178,102264,2018/3/28 12:24:28
8527,59,High,Female,1002,283635,2018/3/28 12:24:28
1114,36,High,Male,123,112497,2018/3/29 12:24:28
2134,28,Low,Male,626,201175,2018/3/29 12:24:28
4454,21,High,Male,727,301853,2018/3/29 12:24:28
5475,31,High,Male,1293,349148,2018/3/29 12:24:28
5749,17,Low,Male,396,221403,2018/3/29 12:24:28
6145,49,High,Male,267,146268,2018/3/29 12:24:28
6407,54,High,Male,407,108933,2018/3/29 12:24:28
9131,50,High,Male,704,320510,2018/3/29 12:24:28
9423,30,High,Female,208,70377,2018/3/29 12:24:28
13,23,High,Female,146,122272,2018/3/30 12:24:28
308,26,High,Male,105,59306,2018/3/30 12:24:28
710,19,High,Female,500,378418,2018/3/30 12:24:28
2866,21,High,Female,114,108670,2018/3/30 12:24:28
5010,42,High,Female,272,178134,2018/3/30 12:24:28
5165,28,High,Male,174,33895,2018/3/30 12:24:28
5724,23,High,Female,168,133239,2018/3/30 12:24:28
6699,57,High,Female,396,176079,2018/3/30 12:24:28
8387,41,High,Male,1593,352056,2018/3/30 12:24:28
1853,46,High,Male,213,187226,2018/3/31 12:24:28
3352,28,Other,Male,294,208965,2018/3/31 12:24:28
6638,34,High,Male,274,182691,2018/3/31 12:24:28
7345,23,High,Female,312,102729,2018/3/31 12:24:28
8935,34,High,Male,575,313729,2018/3/31 12:24:28
9070,58,High,Female,58,29928,2018/3/31 12:24:28
146,22,High,Male,231,175374,2018/4/1 12:24:28
1851,23,High,Male,1964,235722,2018/4/1 12:24:28
1968,36,High,Male,36,24106,2018/4/1 12:24:28
3307,53,High,Female,304,197492,2018/4/1 12:24:28
4714,32,High,Male,288,127651,2018/4/1 12:24:28
7199,49,Low,Male,453,149210,2018/4/1 12:24:28
8416,66,High,Male,897,107744,2018/4/1 12:24:28
9031,25,High,Female,1031,362912,2018/4/1 12:24:28
9501,47,Low,Female,291,159550,2018/4/1 12:24:28
267,33,High,Female,458,222205,2018/4/2 12:24:28
621,33,High,Male,215,205469,2018/4/2 12:24:28
2691,72,High,Female,347,106890,2018/4/2 12:24:28
5272,31,High,Male,125,49923,2018/4/2 12:24:28
5492,57,High,Male,237,199114,2018/4/2 12:24:28
5895,42,High,Female,172,156580,2018/4/2 12:24:28
6328,33,High,Male,224,208785,2018/4/2 12:24:28
6938,40,High,Female,183,99434,2018/4/2 12:24:28
7054,25,High,Male,255,235795,2018/4/2 12:24:28
7118,52,High,Female,385,172493,2018/4/2 12:24:28
8250,30,High,Male,344,208043,2018/4/2 12:24:28
9566,41,High,Male,77,74581,2018/4/2 12:24:28
9878,43,Low,Female,353,143828,2018/4/2 12:24:28
1077,32,High,Male,282,118161,2018/4/3 12:24:28
3224,46,High,Female,527,144531,2018/4/3 12:24:28
3720,39,High,Female,316,168894,2018/4/3 12:24:28
5972,34,Normal,Female,164,96483,2018/4/3 12:24:28
7063,25,High,Male,565,219987,2018/4/3 12:24:28
9317,21,High,Male,240,119309,2018/4/3 12:24:28
273,43,Low,Male,1541,477983,2018/4/4 12:24:28
2828,33,Low,Female,1407,149220,2018/4/4 12:24:28
3253,31,High,Male,823,446358,2018/4/4 12:24:28
4883,34,High,Male,303,303867,2018/4/4 12:24:28
5311,28,High,Male,184,160786,2018/4/4 12:24:28
5910,45,High,Male,752,205424,2018/4/4 12:24:28
8376,40,High,Male,477,125206,2018/4/4 12:24:28
9984,31,High,Male,415,145377,2018/4/4 12:24:28
3782,40,High,Male,258,181265,2018/4/5 12:24:28
5512,47,Low,Male,223,164113,2018/4/5 12:24:28
6076,36,High,Male,493,238415,2018/4/5 12:24:28
7271,46,Low,Male,569,160061,2018/4/5 12:24:28
8437,32,High,Male,692,340917,2018/4/5 12:24:28
3138,53,High,Male,940,211654,2018/4/6 12:24:28
4219,26,High,Male,376,333541,2018/4/6 12:24:28
5394,20,High,Female,132,89991,2018/4/6 12:24:28
5639,31,High,Male,1104,381153,2018/4/6 12:24:28
5821,62,Low,Male,1363,224953,2018/4/6 12:24:28
5925,58,High,Male,322,119558,2018/4/6 12:24:28
6768,23,High,Male,85,70261,2018/4/6 12:24:28
7477,36,High,Male,515,241998,2018/4/6 12:24:28
7562,31,High,Male,684,339482,2018/4/6 12:24:28
8399,26,High,Male,1286,247025,2018/4/6 12:24:28
9199,33,High,Male,710,296282,2018/4/6 12:24:28
25,56,High,Male,222,216851,2018/4/7 12:24:28
109,42,High,Male,131,124692,2018/4/7 12:24:28
262,26,High,Male,1047,378322,2018/4/7 12:24:28
428,80,High,Male,218,107762,2018/4/7 12:24:28
1635,35,High,Male,298,119272,2018/4/7 12:24:28
2602,52,High,Male,103,30731,2018/4/7 12:24:28
4828,49,High,Male,597,337768,2018/4/7 12:24:28
4968,44,High,Female,235,202872,2018/4/7 12:24:28
6346,18,High,Male,281,79443,2018/4/7 12:24:28
6357,30,Low,Male,363,177216,2018/4/7 12:24:28
8010,54,High,Female,849,148657,2018/4/7 12:24:28
8040,34,High,Male,745,312197,2018/4/7 12:24:28
8369,72,High,Female,240,195184,2018/4/7 12:24:28
3981,37,High,Female,321,89559,2018/4/8 12:24:28
4829,25,High,Male,200,179059,2018/4/8 12:24:28
5176,50,Low,Female,326,186888,2018/4/8 12:24:28
6020,30,High,Male,387,188403,2018/4/8 12:24:28
6060,45,High,Male,723,236586,2018/4/8 12:24:28
6646,48,High,Male,658,205424,2018/4/8 12:24:28
7903,24,High,Male,259,249957,2018/4/8 12:24:28
8816,35,Low,Male,606,228190,2018/4/8 12:24:28
9701,35,High,Male,101,99156,2018/4/8 12:24:28
9864,39,Normal,Male,856,149943,2018/4/8 12:24:28
9897,55,High,Male,361,337599,2018/4/8 12:24:28
387,19,High,Female,355,232392,2018/4/9 12:24:28
973,23,Low,Female,763,184699,2018/4/9 12:24:28
1268,47,High,Male,626,386136,2018/4/9 12:24:28
2775,35,High,Male,531,190895,2018/4/9 12:24:28
4032,34,Low,Female,245,146589,2018/4/9 12:24:28
5407,25,High,Female,508,191271,2018/4/9 12:24:28
7109,22,High,Female,320,62865,2018/4/9 12:24:28
7873,58,High,Female,370,366324,2018/4/9 12:24:28
8642,48,High,Female,347,334409,2018/4/9 12:24:28
8872,32,High,Male,486,70985,2018/4/9 12:24:28
8973,41,High,Male,214,35166,2018/4/9 12:24:28
132,38,High,Male,852,120985,2018/4/10 12:24:28
1202,37,High,Male,1934,203070,2018/4/10 12:24:28
1513,33,High,Male,965,159322,2018/4/10 12:24:28
3013,27,High,Male,29,28848,2018/4/10 12:24:28
3274,61,High,Male,363,92691,2018/4/10 12:24:28
4186,38,Low,Female,507,96330,2018/4/10 12:24:28
4739,24,Normal,Male,201,184400,2018/4/10 12:24:28
4986,55,High,Female,196,84774,2018/4/10 12:24:28
5293,61,High,Male,279,226989,2018/4/10 12:24:28
5647,30,High,Female,204,188798,2018/4/10 12:24:28
5718,34,High,Male,196,195860,2018/4/10 12:24:28
6975,59,High,Female,634,107287,2018/4/10 12:24:28
7131,33,High,Male,1260,345360,2018/4/10 12:24:28
9000,42,High,Male,139,37869,2018/4/10 12:24:28
278,22,High,Female,53,34918,2018/4/11 12:24:28
5813,41,Low,Female,120,111891,2018/4/11 12:24:28
6899,40,High,Female,139,96554,2018/4/11 12:24:28
8789,36,High,Female,277,194630,2018/4/11 12:24:28
9201,59,High,Female,194,191965,2018/4/11 12:24:28
9249,27,High,Male,267,236246,2018/4/11 12:24:28
237,23,High,Male,312,115458,2018/4/12 12:24:28
2460,41,High,Male,326,195897,2018/4/12 12:24:28
2980,26,High,Male,205,96130,2018/4/12 12:24:28
3026,42,High,Male,156,64632,2018/4/12 12:24:28
4035,35,High,Male,550,152909,2018/4/12 12:24:28
4789,57,High,Male,183,97837,2018/4/12 12:24:28
4944,23,High,Male,168,35633,2018/4/12 12:24:28
5313,49,High,Male,286,145290,2018/4/12 12:24:28
5397,21,High,Female,474,206492,2018/4/12 12:24:28
6310,47,High,Male,715,168109,2018/4/12 12:24:28
6718,39,High,Male,126,114079,2018/4/12 12:24:28
6905,25,High,Female,264,91709,2018/4/12 12:24:28
7410,31,High,Male,82,59083,2018/4/12 12:24:28
8283,62,High,Male,390,121319,2018/4/12 12:24:28
8418,19,High,Female,892,263340,2018/4/12 12:24:28
8787,36,Normal,Female,159,154835,2018/4/12 12:24:28
389,27,High,Male,981,301302,2018/4/13 12:24:28
1766,38,High,Male,42,31033,2018/4/13 12:24:28
3644,40,High,Male,438,150528,2018/4/13 12:24:28
6251,31,Normal,Male,105,86143,2018/4/13 12:24:28
6578,43,High,Male,325,271665,2018/4/13 12:24:28
7072,34,High,Male,282,213722,2018/4/13 12:24:28
7078,19,High,Female,170,156587,2018/4/13 12:24:28
8605,38,Normal,Male,1151,354739,2018/4/13 12:24:28
9527,32,High,Male,1405,647882,2018/4/13 12:24:28
1864,30,High,Female,1698,399088,2018/4/14 12:24:28
1970,29,High,Male,592,421065,2018/4/14 12:24:28
2421,32,High,Male,223,171091,2018/4/14 12:24:28
2454,29,High,Male,207,125190,2018/4/14 12:24:28
3989,26,High,Female,327,195216,2018/4/14 12:24:28
4814,48,High,Male,346,145041,2018/4/14 12:24:28
7579,37,High,Female,276,215419,2018/4/14 12:24:28
8126,56,Low,Male,380,208415,2018/4/14 12:24:28
8417,45,High,Male,460,360393,2018/4/14 12:24:28
8627,52,Other,Male,253,181855,2018/4/14 12:24:28
80,18,High,Male,1188,446839,2018/4/15 12:24:28
177,34,Low,Male,1250,483777,2018/4/15 12:24:28
721,31,High,Male,249,223212,2018/4/15 12:24:28
880,33,High,Male,246,155781,2018/4/15 12:24:28
1453,70,Low,Male,236,163003,2018/4/15 12:24:28
2376,18,High,Female,3009,343059,2018/4/15 12:24:28
3812,22,High,Male,403,306031,2018/4/15 12:24:28
4034,33,High,Female,1694,254221,2018/4/15 12:24:28
4329,35,High,Male,413,111128,2018/4/15 12:24:28
5094,28,High,Male,290,273929,2018/4/15 12:24:28
5601,38,High,Female,254,169926,2018/4/15 12:24:28
7866,54,High,Male,494,123011,2018/4/15 12:24:28
8449,20,High,Female,297,210029,2018/4/15 12:24:28
8654,46,High,Male,239,192779,2018/4/15 12:24:28
9699,51,Low,Female,1031,125796,2018/4/15 12:24:28
9978,35,High,Female,1590,208378,2018/4/15 12:24:28
696,31,High,Male,212,80145,2018/4/16 12:24:28
1586,24,High,Male,255,216129,2018/4/16 12:24:28
2446,48,High,Female,318,80651,2018/4/16 12:24:28
3226,49,High,Male,395,211762,2018/4/16 12:24:28
3697,64,High,Female,297,264544,2018/4/16 12:24:28
5276,52,High,Male,148,145548,2018/4/16 12:24:28
6223,24,High,Female,170,138938,2018/4/16 12:24:28
6464,22,High,Female,164,128487,2018/4/16 12:24:28
7219,33,High,Male,367,150570,2018/4/16 12:24:28
316,29,High,Female,1055,423158,2018/4/17 12:24:28
704,36,Low,Female,80,70282,2018/4/17 12:24:28
987,45,High,Male,145,89325,2018/4/17 12:24:28
1314,39,High,Male,838,83893,2018/4/17 12:24:28
2372,30,High,Male,96,78530,2018/4/17 12:24:28
2853,31,High,Male,747,159322,2018/4/17 12:24:28
5867,22,High,Male,781,217961,2018/4/17 12:24:28
6247,41,High,Female,230,42563,2018/4/17 12:24:28
6803,35,Normal,Male,2444,337286,2018/4/17 12:24:28
8162,29,High,Male,318,133136,2018/4/17 12:24:28
8837,21,High,Male,1450,182823,2018/4/17 12:24:28
8990,25,High,Female,150,132661,2018/4/17 12:24:28
9809,32,High,Male,251,211743,2018/4/17 12:24:28
327,66,High,Male,198,127921,2018/4/18 12:24:28
1096,34,High,Female,193,167999,2018/4/18 12:24:28
1238,34,High,Female,234,190040,2018/4/18 12:24:28
2542,54,High,Female,686,175083,2018/4/18 12:24:28
3472,40,High,Male,1407,572751,2018/4/18 12:24:28
4134,54,High,Male,315,137691,2018/4/18 12:24:28
5406,36,High,Male,937,154669,2018/4/18 12:24:28
5691,41,High,Male,263,202168,2018/4/18 12:24:28
6191,23,High,Female,634,178818,2018/4/18 12:24:28
6299,51,High,Male,477,86373,2018/4/18 12:24:28
6394,47,High,Female,219,179313,2018/4/18 12:24:28
6887,47,Low,Male,296,282830,2018/4/18 12:24:28
7288,41,High,Female,370,82319,2018/4/18 12:24:28
9087,34,High,Male,338,207668,2018/4/18 12:24:28
1624,28,High,Female,197,89718,2018/4/19 12:24:28
3239,37,High,Male,1051,286026,2018/4/19 12:24:28
8459,35,High,Male,2141,349066,2018/4/19 12:24:28
8565,25,Low,Female,383,282612,2018/4/19 12:24:28
9702,45,High,Male,134,94754,2018/4/19 12:24:28
339,38,High,Male,587,296478,2018/4/20 12:24:28
388,35,High,Female,313,220098,2018/4/20 12:24:28
1257,50,High,Male,387,343748,2018/4/20 12:24:28
1862,42,High,Male,262,201522,2018/4/20 12:24:28
2526,26,Normal,Female,1347,183224,2018/4/20 12:24:28
2668,46,High,Male,403,377622,2018/4/20 12:24:28
9378,27,High,Male,96,37599,2018/4/20 12:24:28
368,26,High,Female,363,185885,2018/4/21 12:24:28
1043,30,High,Male,372,296453,2018/4/21 12:24:28
1748,41,High,Female,356,165309,2018/4/21 12:24:28
2019,27,Low,Male,688,335764,2018/4/21 12:24:28
2201,45,High,Male,311,142287,2018/4/21 12:24:28
2629,19,Normal,Male,212,115248,2018/4/21 12:24:28
2787,27,High,Male,461,214858,2018/4/21 12:24:28
3901,63,Low,Female,259,109849,2018/4/21 12:24:28
5198,52,High,Male,50,41496,2018/4/21 12:24:28
7155,18,High,Male,2328,260801,2018/4/21 12:24:28
7418,53,High,Male,336,123011,2018/4/21 12:24:28
7614,26,High,Female,1089,425092,2018/4/21 12:24:28
7704,24,High,Female,185,174461,2018/4/21 12:24:28
8421,49,High,Female,468,128736,2018/4/21 12:24:28
9238,22,High,Male,1880,370548,2018/4/21 12:24:28
9581,21,High,Male,887,208503,2018/4/21 12:24:28
9620,30,High,Male,239,157289,2018/4/21 12:24:28
9683,34,High,Male,384,344073,2018/4/21 12:24:28
882,29,High,Female,364,177119,2018/4/22 12:24:28
1583,33,High,Female,202,119829,2018/4/22 12:24:28
1771,42,High,Female,784,339671,2018/4/22 12:24:28
2822,21,High,Female,245,85088,2018/4/22 12:24:28
2968,39,High,Male,356,202950,2018/4/22 12:24:28
3830,49,High,Female,201,107425,2018/4/22 12:24:28
4680,29,High,Male,225,114224,2018/4/22 12:24:28
4837,26,High,Female,305,176077,2018/4/22 12:24:28
6916,37,High,Male,209,95336,2018/4/22 12:24:28
7020,37,High,Female,67,32709,2018/4/22 12:24:28
7280,42,High,Male,726,383493,2018/4/22 12:24:28
7797,47,Low,Male,235,224559,2018/4/22 12:24:28
8756,53,High,Male,365,118793,2018/4/22 12:24:28
9427,40,High,Male,196,96129,2018/4/22 12:24:28
385,44,High,Female,507,162028,2018/4/23 12:24:28
484,59,High,Male,314,286967,2018/4/23 12:24:28
2216,45,Low,Male,347,339506,2018/4/23 12:24:28
3349,39,High,Male,140,89508,2018/4/23 12:24:28
3375,26,High,Male,87,31350,2018/4/23 12:24:28
3693,30,High,Male,154,151868,2018/4/23 12:24:28
3977,28,High,Male,74,66473,2018/4/23 12:24:28
5268,49,High,Male,508,155489,2018/4/23 12:24:28
5836,20,Normal,Female,166,159297,2018/4/23 12:24:28
7392,23,High,Female,2350,352606,2018/4/23 12:24:28
7861,23,High,Male,226,120068,2018/4/23 12:24:28
8034,31,High,Male,180,132996,2018/4/23 12:24:28
184,37,High,Male,32,29054,2018/4/24 12:24:28
681,41,High,Male,275,195124,2018/4/24 12:24:28
1291,29,Low,Female,1504,419721,2018/4/24 12:24:28
3727,24,High,Male,25,23438,2018/4/24 12:24:28
4491,30,Low,Female,372,364310,2018/4/24 12:24:28
5027,32,Low,Female,240,128714,2018/4/24 12:24:28
6762,48,High,Male,78,36177,2018/4/24 12:24:28
7343,23,High,Female,1655,273206,2018/4/24 12:24:28
7523,43,High,Male,462,188808,2018/4/24 12:24:28
9210,48,High,Male,225,187454,2018/4/24 12:24:28
9654,19,High,Female,149,29510,2018/4/24 12:24:28
1295,37,High,Male,104,32668,2018/4/25 12:24:28
2113,47,High,Male,39,30575,2018/4/25 12:24:28
5764,35,High,Female,151,99357,2018/4/25 12:24:28
7570,31,High,Male,565,196125,2018/4/25 12:24:28
7749,29,High,Male,325,189346,2018/4/25 12:24:28
8438,61,Low,Female,467,202952,2018/4/25 12:24:28
9002,37,High,Male,711,108913,2018/4/25 12:24:28
9041,41,High,Male,237,139907,2018/4/25 12:24:28
9462,37,High,Female,378,277022,2018/4/25 12:24:28
9938,49,High,Female,66,59380,2018/4/25 12:24:28
105,32,High,Male,705,317660,2018/4/26 12:24:28
1104,69,High,Female,760,168139,2018/4/26 12:24:28
1941,68,High,Male,639,213720,2018/4/26 12:24:28
2952,40,Low,Female,202,141583,2018/4/26 12:24:28
3080,28,High,Male,461,119545,2018/4/26 12:24:28
5869,42,High,Male,538,120539,2018/4/26 12:24:28
7497,51,High,Male,122,92463,2018/4/26 12:24:28
7507,28,Low,Male,183,175262,2018/4/26 12:24:28
9565,17,High,Male,398,99161,2018/4/26 12:24:28
770,34,High,Male,215,73585,2018/4/27 12:24:28
2391,51,High,Male,146,41474,2018/4/27 12:24:28
3589,27,High,Female,337,194472,2018/4/27 12:24:28
3893,32,High,Male,147,127651,2018/4/27 12:24:28
4258,25,High,Male,550,204338,2018/4/27 12:24:28
4268,35,High,Male,195,189878,2018/4/27 12:24:28
4322,42,High,Male,294,201785,2018/4/27 12:24:28
5013,62,High,Male,318,178745,2018/4/27 12:24:28
5101,51,High,Female,788,218311,2018/4/27 12:24:28
7387,32,Normal,Male,536,148138,2018/4/27 12:24:28
8593,27,High,Female,737,199903,2018/4/27 12:24:28
9059,44,High,Male,1074,177240,2018/4/27 12:24:28
35,48,High,Male,306,242406,2018/4/28 12:24:28
683,54,High,Male,301,113000,2018/4/28 12:24:28
981,46,High,Male,352,187370,2018/4/28 12:24:28
2719,34,Low,Male,465,231238,2018/4/28 12:24:28
3218,26,High,Male,290,187577,2018/4/28 12:24:28
4238,30,High,Male,622,488720,2018/4/28 12:24:28
4267,21,High,Female,387,221480,2018/4/28 12:24:28
4598,35,High,Male,272,185769,2018/4/28 12:24:28
4884,19,High,Female,1868,291429,2018/4/28 12:24:28
5690,56,High,Male,389,172618,2018/4/28 12:24:28
6478,75,High,Male,318,242108,2018/4/28 12:24:28
8923,31,High,Male,204,117963,2018/4/28 12:24:28
